Systematic Name,mRNA Half-life
YDR365C,4.775131
YLR141W,4.775517871
YLR355C,4.779047824
YKL208W,4.780835615
YFR041C,4.780946222
YML055W,4.785671425
YBR142W,4.7861815
YIL093C,4.786508202
YGR096W,4.787734309
YBL008W,4.788725764
YLR004C,4.790597659
YJL013C,4.79241281
YBR042C,4.795212451
YDR115W,4.79556702
YKR036C,4.796105763
YHR090C,4.796919875
YBR268W,4.797660943
YOR080W,4.802336928
YCR019W,4.80260941
YPL038W,4.805322091
YLR233C,4.809568009
YDR091C,4.813293113
YHR197W,4.814369172
YBR110W,4.81546239
YEL040W,4.818016173
YDR017C,4.818466249
YAL024C,4.818653102
YOR206W,4.819363791
YOL034W,4.819400828
YLR399C,4.820952296
YNL268W,4.822356688
YDR167W,4.825545688
YHR080C,4.825709287
YAL027W,4.826108832
YAL048C,4.827165725
YKR085C,4.827286581
YER145C,4.827844966
YJL077C,4.833931586
YKR038C,4.837895945
YMR199W,4.837942766
YGR257C,4.838052533
YGR278W,4.838599263
YGL263W,4.838868775
YDL179W,4.839108893
YDL170W,4.846571174
YMR193W,4.849070878
YPL074W,4.8502588
YGR063C,4.851555711
YDR507C,4.851781772
YLR359W,4.852496314
YHR124W,4.853539342
YEL046C,4.854602462
YPL094C,4.854946955
YHR091C,4.85559041
YHR182W,4.858022828
YDL043C,4.863365099
YJL176C,4.866121712
YKL022C,4.866390603
YCR044C,4.866432735
YLR058C,4.868560281
YOL113W,4.872388072
YDR429C,4.872632389
YOR067C,4.88137236
YLR077W,4.883025088
YER065C,4.884544263
YJR084W,4.88696054
YPL215W,4.887047835
YBR166C,4.888420057
YER070W,4.889390019
YDR175C,4.890264013
YJR048W,4.893036556
YKL006C-A,4.893357558
YEL053C,4.896822915
YBR146W,4.898862926
YAL056W,4.900809727
YNL206C,4.901268475
YJL063C,4.902044225
YKL001C,4.90280456
YLR387C,4.904183548
YLR375W,4.904968302
YDR309C,4.905745745
YAR003W,4.907564957
YGR283C,4.908185319
YDR484W,4.915986213
YBR264C,4.916126475
YOR355W,4.916631565
YIL047C,4.917711508
YPL178W,4.918594351
YOR115C,4.918844132
YER029C,4.919757227
YBR043C,4.920180494
YGR195W,4.920523148
YKL053C-A,4.92056002
YML030W,4.92138541
YPL013C,4.923935469
YKL029C,4.924378069
YNL284C,4.926437714
YPR008W,4.929051223
YGR042W,4.930795732
YGL112C,4.934663124
YEL007W,4.9348755
YGR202C,4.935657024
YNL207W,4.939603422
YMR100W,4.943572967
YOR262W,4.94395719
YMR289W,4.945866585
YHR172W,4.946847742
YPR095C,4.947178928
YDR059C,4.947942802
YJL124C,4.948563939
YBL089W,4.948914487
YMR039C,4.949277235
YLR081W,4.952617389
YBR179C,4.953642474
YBR005W,4.954414619
YNL292W,4.956047818
YPL193W,4.956173628
YDR323C,4.957609645
YDR162C,4.962711747
YMR052W,4.963888801
YML041C,4.967106234
YDR404C,4.967196247
YKL108W,4.969104839
YPR140W,4.971647356
YPL022W,4.971662536
YOR091W,4.971987187
YDL047W,4.974970703
YDL060W,4.975158765
YDL212W,4.978027042
YPR016C,4.981524806
YBL060W,4.984249528
YLR238W,4.984451466
YNL201C,4.984921891
YMR023C,4.985432653
YNL229C,4.985539763
YJR013W,4.992436013
YGL213C,4.993282311
YLR145W,4.9944354
YNL103W,4.996972638
YML007W,5.001563113
YOR061W,5.005461142
YLR418C,5.005676415
YJL071W,5.008531643
YIL022W,5.010950597
YPL135W,5.012050018
YHR151C,5.014027365
YEL042W,5.015143927
YNL062C,5.016042181
YKL079W,5.01864344
YDR252W,5.021653236
YLL013C,5.02537871
YGR229C,5.028699567
YLR316C,5.033100387
YDL098C,5.0336691
YDL198C,5.033966927
YGR038W,5.03777396
YBL103C,5.039669326
YLR382C,5.04003981
YGL142C,5.040155721
YLR055C,5.040544331
YOR108W,5.041168464
YMR225C,5.046492612
YMR212C,5.051046637
YGL084C,5.052522501
YKR028W,5.053544595
YDL133W,5.054374022
YGR233C,5.055756821
YGR274C,5.057179006
YGL035C,5.057509588
YBR188C,5.060954223
YER146W,5.062134769
YDL080C,5.066755883
YKL058W,5.067638995
YNL317W,5.072048475
YGR262C,5.076085653
YDL037C,5.077127102
YPL183C,5.078842357
YPR138C,5.079281058
YLR002C,5.083135138
YCL005W,5.084843155
YDR270W,5.086713572
YIR009W,5.092202015
YIL003W,5.094774712
YCR071C,5.100342433
YER040W,5.101303463
YJR054W,5.106486623
YKL059C,5.116325288
YGR083C,5.116665778
YDR381W,5.117153252
YLR107W,5.118065603
YKL167C,5.126446201
YPL060W,5.128256808
YPL161C,5.129529724
YGL070C,5.130486429
YOL048C,5.133524969
YHR005C-A,5.135552519
YDR227W,5.137635114
YPL020C,5.139434948
YCR060W,5.141678377
YML025C,5.144424105
YDR275W,5.14488254
YDR005C,5.145094621
YGL086W,5.14710238
YPL042C,5.150831337
YDR362C,5.151994851
YNL327W,5.154071254
YMR267W,5.156841558
YMR098C,5.156902785
YKL095W,5.163565056
YKR006C,5.163630833
YLR227C,5.163944631
YLR451W,5.164000706
YLR147C,5.164552275
YKL012W,5.164895144
YLL027W,5.166674613
YMR287C,5.167155957
YMR185W,5.169542222
YGL155W,5.170973107
YHR149C,5.173448267
YNL094W,5.174065132
YER028C,5.176555358
YGR057C,5.176798771
YHL039W,5.17821992
YML049C,5.180790136
YNL293W,5.181085602
YJR134C,5.18303661
YKL085W,5.183401451
YNL020C,5.184208287
YNL255C,5.1870787
YLR211C,5.187163468
YDR400W,5.18748835
YKL015W,5.188018341
YKL209C,5.19040603
YJR113C,5.190828594
YER168C,5.191091721
YPL252C,5.191446243
YNR012W,5.193377675
YHR134W,5.194686099
YEL061C,5.195900365
YMR026C,5.197233315
YNL061W,5.197277665
YGL094C,5.198998502
YGR147C,5.19993873
YKL027W,5.200415769
YLR016C,5.201825166
YNL264C,5.202182157
YLR180W,5.202352184
YAR015W,5.203462667
YOL144W,5.203960261
YNL180C,5.204025252
YLR243W,5.204215666
YKR019C,5.207376989
YDL202W,5.207450049
YNR075W,5.207466939
YMR075W,5.208407516
YLL063C,5.211598223
YBR151W,5.212683398
YOR095C,5.212922895
YER026C,5.215508168
YDR471W,5.222287963
YLR039C,5.224024935
YPR176C,5.225529868
YIL064W,5.232449061
YBL020W,5.233547641
YGL020C,5.236335453
YDR320C-A,5.236868183
YHR201C,5.239797051
YOR264W,5.240138959
YKL002W,5.2430367
YDR460W,5.243771613
YPL127C,5.244141703
YLR181C,5.248644002
YHR086W,5.254073349
YOR049C,5.255153934
YJL094C,5.258995426
YOR354C,5.267201235
YJL111W,5.26883045
YBL097W,5.271917967
YGR091W,5.274862334
YDR237W,5.275375759
YOL141W,5.275623613
YLR437C,5.278464741
YLR182W,5.279807315
YLR427W,5.279807317
YFR013W,5.280230496
YJL187C,5.28094817
YCR052W,5.282885991
YAL053W,5.283844995
YPL139C,5.285678992
YNL304W,5.286612434
YER025W,5.291386195
YER063W,5.291679002
YDL104C,5.294668126
YPL259C,5.301020619
YNL081C,5.301614345
YIR005W,5.303121765
YLR023C,5.304617208
YML071C,5.305520131
YKL082C,5.306791033
YCR079W,5.307590079
YJL210W,5.310316088
YFL049W,5.310399946
YJR001W,5.31065452
YNL314W,5.312030556
YNL031C,5.315387616
YER116C,5.31574414
YKL042W,5.316457677
YOR358W,5.31883301
YPL122C,5.318862804
YMR272C,5.319967505
YPR124W,5.320159149
YMR291W,5.324869988
YKL174C,5.329035293
YLR188W,5.329181938
YDL122W,5.32969364
YNL315C,5.332913764
YJR034W,5.333139692
YNL291C,5.335139644
YAL043C,5.33845208
YOL002C,5.340214567
YLR019W,5.340604992
YLL010C,5.343501163
YAL039C,5.345207707
YIL145C,5.345287098
YER039C,5.34581133
YEL065W,5.347685132
YML060W,5.349613024
YER041W,5.352190593
YPR199C,5.355439312
YPL045W,5.357674882
YNL004W,5.357699423
YDL174C,5.360664233
YOR250C,5.362882735
YAR002W,5.363843394
YDR420W,5.364031635
YNR037C,5.366497515
YGL129C,5.367093119
YDR003W,5.370780407
YPL167C,5.371949295
YBR038W,5.376539786
YEL064C,5.376817646
YDR087C,5.377138583
YML107C,5.378700304
YKR068C,5.37917379
YHL002W,5.381114664
YOR058C,5.382134701
YGL210W,5.396588163
YMR060C,5.396957285
YNR061C,5.39798421
YNL112W,5.398833919
YBL033C,5.402035853
YJR093C,5.407773862
YPR169W,5.408668851
YCR094W,5.410250634
YMR073C,5.410777426
YJL044C,5.418995572
YPR054W,5.424822204
YDL052C,5.431219558
YIL164C,5.433405684
YPR007C,5.445747548
YDL225W,5.446728448
YHR129C,5.446813296
YGL005C,5.448062917
YER183C,5.449612117
YHR147C,5.451187132
YNL147W,5.45151385
YBL021C,5.452327714
YHR072W,5.456914096
YNL192W,5.457912142
YNL067W,5.463281951
YER055C,5.465393117
YEL044W,5.467021628
YNL177C,5.471361103
YOL064C,5.473432216
YMR286W,5.473857582
YBR069C,5.475130032
YGL068W,5.479651575
YNR036C,5.484766168
YPL149W,5.486249313
YNL037C,5.488717561
YDR390C,5.492359638
YPL055C,5.493610994
YNL099C,5.497676483
YHL007C,5.502399198
YMR218C,5.503046627
YDL200C,5.503085484
YDR464W,5.507419449
YDR289C,5.510268994
YNL068C,5.511213139
YNL312W,5.515888205
YHR122W,5.518835628
YMR198W,5.519340493
YKR090W,5.521202052
YNL027W,5.522080025
YMR048W,5.525374367
YGL023C,5.530866108
YNR046W,5.53246637
YDL054C,5.535579168
YHL011C,5.54222618
YKL049C,5.542364322
YGL127C,5.543456439
YBL018C,5.545929695
YCR048W,5.545935258
YDR016C,5.547014187
YOR070C,5.550088206
YML092C,5.55365808
YNR049C,5.55658113
YOR246C,5.55730176
YGR103W,5.557659884
YPL204W,5.567268584
YGL231C,5.567567853
YLL031C,5.574861144
YGL162W,5.574963513
YLR138W,5.576102776
YMR080C,5.577740733
YEL017W,5.5810616
YKL051W,5.582644907
YGR104C,5.590720507
YNL329C,5.592247771
YJR057W,5.593323082
YDR041W,5.600675461
YEL050C,5.611410466
YMR131C,5.6151587
YPR036W-A,5.616411783
YPL237W,5.61887851
YER147C,5.622970781
YDR243C,5.63113712
YLR452C,5.63201258
YPL219W,5.634734162
YLL009C,5.6370817
YJL061W,5.639230863
YGL119W,5.6448896
YDL092W,5.646347599
YNL187W,5.648984789
YJL196C,5.652671776
YNL042W,5.654808354
YDR386W,5.655775221
YBR070C,5.657312985
YOR222W,5.658066936
YMR157C,5.659352284
YGR121C,5.660474044
YDR079W,5.662543326
YBR155W,5.665418331
YGR173W,5.668269457
YGL180W,5.670510038
YOR284W,5.671119292
YGL049C,5.676462588
YDR116C,5.677368144
YER144C,5.67798158
YKL109W,5.685564455
YEL024W,5.685993256
YNR028W,5.687085417
YDL178W,5.687719625
YBR037C,5.689508626
YHR007C,5.690589195
YER027C,5.691935625
YNL087W,5.693488448
YFL025C,5.69363169
YPR011C,5.703453518
YPL271W,5.706921112
YHR192W,5.708216319
YKL181W,5.710457237
YDR121W,5.71418576
YPR105C,5.715686662
YLR096W,5.722245006
YER072W,5.72588246
YCR026C,5.732682756
YBR195C,5.733774342
YLR082C,5.73459884
YNR008W,5.738645497
YGR036C,5.742681836
YOL101C,5.745851822
YIL038C,5.746246361
YHR135C,5.746268177
YOR320C,5.748794022
YOR274W,5.759334235
YPR167C,5.76012516
YMR243C,5.760455356
YDR350C,5.768974575
YDR186C,5.775764081
YHR034C,5.776128335
YML091C,5.778264169
YOR045W,5.779449825
YOL021C,5.780197939
YLR085C,5.783351564
YMR195W,5.793952104
YHR088W,5.797399028
YIL130W,5.799610336
YDR062W,5.802353582
YLR408C,5.803017119
YDR296W,5.803948962
YLR065C,5.815172237
YGL014W,5.817320151
YAL022C,5.819130629
YBR120C,5.820611248
YDR345C,5.820946789
YAL010C,5.827223428
YBR171W,5.831269732
YDL055C,5.837160871
YER019W,5.842925977
YOR330C,5.848079542
YOL147C,5.848915608
YDR013W,5.850674807
YPL023C,5.851792706
YDR068W,5.852523206
YPL015C,5.855363307
YLR372W,5.855414506
YDR156W,5.855931801
YGL226W,5.856017884
YER059W,5.856586213
YFL017C,5.859024455
YLR368W,5.859445589
YLR246W,5.868370826
YJL128C,5.869510028
YBR210W,5.877243683
YBL059C-A,5.877753215
YOR166C,5.878548454
YML036W,5.880378395
YDL002C,5.88243253
YHR072W-A,5.889868491
YDR201W,5.894996339
YGL122C,5.897615096
YLL034C,5.899311151
YOR036W,5.901401065
YGL186C,5.913877042
YBR044C,5.914082999
YGL128C,5.914687099
YDR117C,5.916339268
YER005W,5.918102085
YBR093C,5.925775907
YBL061C,5.926766914
YMR273C,5.928757453
YBR130C,5.933935001
YHR132W-A,5.938236646
YOR103C,5.941176245
YJR083C,5.942885765
YOR189W,5.946969046
YBR294W,5.950198861
YFL017W-A,5.957474891
YIL074C,5.957976812
YML075C,5.958090092
YBL080C,5.958475982
YKL183W,5.958900186
YAL051W,5.960419897
YOL009C,5.966746557
YPR116W,5.968851899
YNL107W,5.970231428
YMR070W,5.972422422
YHR120W,5.974285567
YLR084C,5.985203486
YDR006C,5.98596215
YGR174C,5.993513501
YGR006W,5.999043181
YLR120C,6.006150551
YML011C,6.008198285
YJL095W,6.0126845
YPR128C,6.015120046
YKL222C,6.015848141
YDL045W-A,6.034902511
YPL099C,6.045998534
YMR086W,6.05073209
YIR024C,6.059769384
YMR266W,6.061411806
YLR453C,6.066944118
YOR106W,6.074356783
YOL146W,6.089740329
YNL129W,6.090839646
YDR497C,6.093168639
YKL143W,6.093412507
YOR025W,6.095944593
YER017C,6.101068042
YKR020W,6.104082531
YBR258C,6.10552502
YDR251W,6.106180474
YOL069W,6.109209887
YHL003C,6.113352281
YCL061C,6.12130484
YGR152C,6.125209654
YCR046C,6.134175058
YML115C,6.136646676
YGR275W,6.142126985
YNL259C,6.146818912
YJR031C,6.15462601
YGR223C,6.157546567
YER099C,6.161204593
YDR531W,6.163700953
YOR081C,6.16772102
YFR040W,6.168183359
YDR030C,6.171892313
YBR276C,6.184378187
YOR272W,6.185525651
YIR011C,6.18783791
YGR145W,6.188415779
YHR128W,6.193100257
YDR393W,6.196265714
YPL159C,6.19926397
YGL257C,6.203840643
YOR150W,6.204112345
YGR276C,6.210028888
YGR019W,6.219387495
YEL052W,6.221311553
YNL082W,6.221694042
YDR153C,6.230659024
YGR024C,6.234025841
YNL316C,6.247331541
YHR005C,6.251088617
YIL069C,6.254614224
YJL003W,6.258643191
YLR239C,6.259051077
YGR112W,6.261277232
YBR240C,6.261888069
YDL173W,6.262987488
YMR015C,6.263913248
YML017W,6.264548354
YPR009W,6.270432377
YLR390W,6.272410785
YMR058W,6.272726015
YGL255W,6.274448148
YDR019C,6.278471579
YIR010W,6.27960316
YAL026C,6.284226371
YDL226C,6.285682384
YGR078C,6.289436548
YLR197W,6.290270211
YMR241W,6.299309424
YNL301C,6.303123614
YGL039W,6.304868047
YOR175C,6.306166253
YBR243C,6.306208892
YNL152W,6.308628023
YMR296C,6.310434667
YDR107C,6.31698545
YGR224W,6.321991127
YNL021W,6.326694748
YHR050W,6.333928572
YDR055W,6.334825505
YHR162W,6.337797772
YJL179W,6.339542316
YLR005W,6.340063349
YKR062W,6.346087436
YCL056C,6.346145116
YLR369W,6.355666032
YOL017W,6.358586351
YHR167W,6.360771715
YDR085C,6.36223975
YIL031W,6.362730673
YDL155W,6.363580208
YMR290C,6.363826807
YML121W,6.364714897
YDR205W,6.368718001
YGR048W,6.374860234
YML048W,6.376739598
YDL159W,6.37778332
YNL047C,6.380313172
YPL053C,6.384392834
YMR037C,6.390046506
YDR477W,6.394001118
YCL055W,6.394558031
YHR121W,6.398488747
YJL112W,6.405649974
YNL272C,6.409904019
YBR164C,6.411632374
YDR132C,6.41375187
YGR143W,6.424475331
YLR170C,6.431863957
YOL136C,6.431870061
YCR077C,6.439414935
YNL086W,6.44000837
YGR003W,6.440607953
YOR165W,6.440627059
YDR332W,6.444845429
YKR008W,6.448059365
YER087C-B,6.460120738
YML109W,6.463464289
YOL033W,6.465246369
YLR220W,6.471920776
YML077W,6.475963651
YOL155C,6.477310829
YER020W,6.488078225
YDR463W,6.490805392
YNL212W,6.493164693
YFR037C,6.496161048
YJL029C,6.499639492
YOR060C,6.501237324
YGL110C,6.507305571
YER022W,6.508243246
YPL063W,6.514122713
YOR110W,6.514480281
YDL197C,6.51493529
YPL140C,6.519627043
YMR032W,6.521518176
YDR190C,6.530417766
YLR254C,6.533798844
YBL023C,6.53580138
YOR372C,6.537879998
YER013W,6.53978107
YDL224C,6.543196951
YMR148W,6.544692549
YDL090C,6.548612955
YGL040C,6.557551508
YER058W,6.55857315
YPL096W,6.562412063
YER038C,6.571276649
YLR214W,6.578306704
YLR257W,6.579913702
YJR130C,6.580958765
YDR159W,6.583132109
YNL154C,6.584669933
YPR110C,6.584703255
YJR058C,6.58595813
YJL204C,6.589905644
YER016W,6.590420404
YBR238C,6.594405975
YJL019W,6.60075683
YHL027W,6.603606527
YBL091C-A,6.605376245
YPR163C,6.606176125
YLR069C,6.6064427
YDR469W,6.608131339
YGR005C,6.617930372
YFL031W,6.621052289
YDR405W,6.621883031
YMR009W,6.623762951
YDR499W,6.625410019
YJR035W,6.627340192
YJL024C,6.627557957
YKL132C,6.628072072
YGR196C,6.629384785
YJR118C,6.637173872
YOR011W,6.641608188
YDL116W,6.642044605
YJR099W,6.649244515
YMR168C,6.649734363
YGL190C,6.652477856
YDR229W,6.661573835
YPL210C,6.662919625
YOL023W,6.669782347
YLR285W,6.67545638
YOL008W,6.678493355
YDL235C,6.680159641
YMR244C-A,6.687409782
YPL064C,6.687645359
YNL048W,6.689659601
YOL092W,6.690385818
YFL029C,6.691163268
YML022W,6.691597397
YBL038W,6.69476931
YKR021W,6.69547791
YLR121C,6.697742721
YFR033C,6.703277511
YMR167W,6.7040281
YML021C,6.705809648
YMR069W,6.710214165
YLR210W,6.711679754
YMR028W,6.714461669
YJR007W,6.715759492
YDR054C,6.718868223
YKL045W,6.720073428
YPR201W,6.720799409
YJR147W,6.722093429
YLR190W,6.722269284
YML065W,6.723593636
YOL001W,6.723754756
YDR498C,6.72946944
YPL129W,6.73038281
YHR123W,6.730715187
YDR392W,6.73095582
YKL149C,6.732245684
YPL213W,6.732611624
YDR110W,6.732717123
YFL028C,6.739299373
YDR233C,6.74287652
YDR093W,6.743502954
YOL062C,6.74558972
YGR220C,6.748708014
YFR050C,6.750379085
YKL206C,6.75135671
YGR013W,6.753117404
YHR003C,6.754793445
YBR207W,6.756023593
YDR105C,6.75731741
YLR306W,6.762755349
YHR205W,6.762909703
YGL099W,6.766565013
YCL001W,6.766628257
YKR043C,6.770353662
YKL195W,6.772009135
YLR024C,6.773388081
YAL055W,6.775469146
YPR023C,6.778056588
YBR041W,6.779582083
YPR129W,6.780846997
YCR008W,6.785234182
YPL171C,6.785626413
YHL040C,6.787757659
YOL159C,6.789478955
YDR435C,6.789633918
YOL061W,6.793467434
YHR101C,6.796591176
YOR249C,6.800698807
YJR042W,6.802301462
YDR346C,6.805026536
YDR532C,6.806239363
YDR347W,6.806304583
YMR275C,6.815510606
YOL003C,6.816665963
YKL098W,6.818788033
YNL306W,6.818824649
YKL130C,6.819110737
YOR224C,6.820691106
YNL172W,6.820729377
YGL032C,6.825032914
YLR228C,6.827193536
YJL101C,6.831983823
YPL112C,6.832873435
YOL006C,6.838406223
YER161C,6.844179448
YJL137C,6.847026924
YNL240C,6.850540164
YBR182C,6.854923659
YNL245C,6.859826934
YIR001C,6.862223314
YDR139C,6.86989537
YDR384C,6.870101161
YKR030W,6.878846582
YDR288W,6.879710767
YDR057W,6.880950162
YMR149W,6.885804181
YOL065C,6.885965884
YMR153W,6.891513188
YGR261C,6.891542549
YDR334W,6.891948141
YDR231C,6.89296818
YDR298C,6.89302666
YER092W,6.893502263
YDR486C,6.893681142
YKR025W,6.893884993
YJR032W,6.902403574
YBR201W,6.906679833
YJR004C,6.911739968
YDL160C-A,6.911831424
YMR054W,6.912154572
YFR039C,6.913913303
YGR245C,6.914049887
YKL003C,6.916529643
YAL031C,6.919578029
YPR139C,6.91976568
YHL023C,6.922228062
YIL068C,6.924593073
YHR166C,6.925853609
YIR012W,6.929740115
YBR252W,6.930875475
YNL224C,6.934995565
YNR003C,6.93614004
YDR284C,6.939128868
YPL181W,6.939367659
YJL033W,6.94684571
YKR101W,6.957188164
YKL007W,6.960301682
YHR041C,6.961948091
YDR071C,6.966276416
YJR068W,6.968420823
YIL147C,6.974357303
YMR111C,6.976157962
YIL015W,6.976444046
YGR113W,6.976896046
YDR264C,6.980071734
YGL160W,6.98117564
YGR134W,6.983447575
YMR292W,6.983996081
YMR158W,6.990354919
YKR031C,7.000926716
YER131W,7.006111163
YNL073W,7.009178555
YMR025W,7.013540867
YNL288W,7.015187241
YIL083C,7.021228733
YER179W,7.038812927
YNR064C,7.039553068
YGR031W,7.040175908
YGL111W,7.041336561
YPL164C,7.041999015
YGR222W,7.043602062
YDR239C,7.044305034
YKR094C,7.04448904
YDR408C,7.04551581
YBL035C,7.045764741
YGL187C,7.045941703
YNL294C,7.049329602
YBR133C,7.05160278
YBR183W,7.054083349
YPL232W,7.054937188
YLR119W,7.055078129
YOL025W,7.060113007
YLR095C,7.061419916
YHR181W,7.064791109
YLR093C,7.0659752
YER174C,7.071887622
YDR051C,7.073957522
YIL006W,7.074394381
YPR052C,7.075639884
YAL015C,7.079158422
YDR044W,7.079181272
YLL036C,7.080283724
YBR119W,7.089236739
YDL061C,7.098813901
YDR333C,7.101802783
YPR049C,7.106535298
YGL251C,7.111325546
YBR246W,7.116020173
YPR133C,7.118228159
YAL034C,7.118989805
YDL031W,7.122806673
YIL009C-A,7.125931649
YMR088C,7.127828898
YBL079W,7.137820241
YPL235W,7.146453444
YBR073W,7.147951848
YOL007C,7.148229921
YOL103W,7.151385013
YPL180W,7.15663726
YMR200W,7.164670735
YLL060C,7.173761342
YEL020W-A,7.175246744
YMR146C,7.183397789
YGR154C,7.186603904
YJL186W,7.187294592
YNL156C,7.191769493
YHR143W,7.198810441
YBL029C-A,7.199929938
YMR222C,7.205124003
YGR033C,7.206299436
YLR380W,7.208836872
YJL051W,7.214894909
YBR236C,7.214945328
YOR322C,7.218306234
YOR171C,7.221068285
YDR207C,7.222368895
YPL269W,7.22395686
YER113C,7.227575134
YOR329C,7.227595075
YOL043C,7.228696426
YJR100C,7.229608544
YIL084C,7.238314591
YOR021C,7.246522756
YNR045W,7.252690301
YLR108C,7.259032174
YGL198W,7.263762032
YLR006C,7.263910963
YJR126C,7.274438059
YHR018C,7.274806383
YOR113W,7.279105153
YGR068C,7.279143124
YER006W,7.287395134
YGL224C,7.288633259
YPR113W,7.289733919
YGL248W,7.29245153
YPL163C,7.294755457
YHR100C,7.308927079
YDR492W,7.312124478
YHR103W,7.316089769
YNR067C,7.318968291
YNL026W,7.32275454
YGR217W,7.324861962
YDR506C,7.325849566
YIL004C,7.34083309
YDR379W,7.341990554
YOR316C,7.343566115
YGL080W,7.344462972
YJR040W,7.34809758
YDR164C,7.348836089
YDR295C,7.349492025
YGL066W,7.354720818
