Systematic Name,mRNA Isoform Number
YBR271W,51
YNL259C,51
YEL036C,51
YDL027C,51
YJL179W,51
YGL117W,51
YBR261C,51
YDL189W,51
YPL246C,51
YGR105W,51
YPL232W,51
YDL202W,51
YER102W,51
YOR039W,51
YLR033W,51
YPL134C,51
YDR068W,51
YMR235C,51
YKL099C,51
YGR251W,51
YPL162C,51
YBL071W-A,51
YDR292C,51
YLR060W,51
YJL210W,51
YGR017W,51
YDR167W,51
YGL203C,51
YGR209C,52
YHL047C,52
YOR359W,52
YHL034C,52
YKL033W-A,52
YLR173W,52
YER087C-B,52
YML096W,52
YLR029C,52
YMR062C,52
YFL017W-A,52
YOR132W,52
YOL124C,52
YLR112W,52
YJL139C,52
YLR209C,52
YNL119W,52
YGR204W,52
YDR452W,52
YPR106W,52
YBL069W,52
YJR075W,52
YPL210C,52
YPR035W,52
YHR193C,52
YLR224W,52
YLR179C,52
YML007W,52
YLR455W,53
YPL047W,53
YGR020C,53
YBR274W,53
YGR007W,53
YDR524C,53
YHR062C,53
YGR135W,53
YDR361C,53
YDR156W,53
YOR020C,53
YGR215W,53
YDR238C,53
YDR041W,53
YIL077C,53
YLL061W,53
YGR149W,53
YDR412W,53
YNL154C,53
YDR382W,53
YKR013W,53
YDL029W,53
YDL201W,53
YIL010W,53
YKL003C,53
YDR005C,53
YPR152C,53
YHR039C,53
YLR195C,53
YDR348C,53
YDL153C,53
YIL065C,53
YLR121C,53
YDR368W,53
YHR018C,54
YGL256W,54
YML130C,54
YNL022C,54
YNR022C,54
YNL141W,54
YGR173W,54
YGR103W,54
YBR101C,54
YGR060W,54
YDL097C,54
YBR193C,54
YHR094C,54
YJL054W,54
YGL041W-A,54
YBR146W,54
YDR496C,54
YMR043W,54
YDR472W,54
YDL079C,54
YNL053W,54
YOL119C,54
YLR088W,54
YDR365C,54
YOR184W,54
YFL010C,55
YBR096W,55
YML024W,55
YGR245C,55
YCR065W,55
YNL251C,55
YGR033C,55
YDL085C-A,55
YMR255W,55
YDR539W,55
YGR280C,55
YLR244C,55
YDL168W,55
YBR297W,55
YMR014W,55
YCR009C,55
YDL229W,55
YOR130C,55
YOR382W,55
YFR001W,55
YDR482C,55
YGL039W,55
YML128C,55
YOR078W,55
YER152C,55
YKL143W,55
YJL044C,55
YBR149W,55
YBL072C,55
YER115C,55
YNR053C,55
YER063W,56
YNR021W,56
YNL131W,56
YNL168C,56
YDL052C,56
YOL147C,56
YIR022W,56
YKL128C,56
YDR345C,56
YPL093W,56
YMR092C,56
YBR010W,56
YHR050W,56
YJL081C,56
YHR076W,56
YOR374W,56
YOR271C,56
YDR044W,56
YDR035W,56
YLR078C,56
YPL094C,56
YOR311C,56
YLR433C,56
YOR074C,56
YKL127W,56
YLR257W,56
YGR203W,56
YOR159C,56
YKL069W,57
YLR312W-A,57
YLR231C,57
YJL115W,57
YDR294C,57
YDR328C,57
YMR099C,57
YGL130W,57
YHR147C,57
YER070W,57
YLR401C,57
YLR052W,57
YLR364W,57
YFL017C,57
YOR103C,57
YJL186W,57
YHR163W,57
YDR117C,57
YFR033C,57
YER143W,57
YER036C,57
YAL014C,57
YDR190C,57
YBR251W,57
YKL100C,58
YOR091W,58
YGR040W,58
YHR057C,58
YNL005C,58
YDL086W,58
YIL062C,58
YGR011W,58
YGR211W,58
YJR049C,58
YPL023C,58
YBR031W,58
YGL231C,58
YBR126W-B,58
YKR093W,58
YDL100C,58
YBR093C,58
YKR059W,58
YMR123W,58
YBL006C,58
YIL021W,58
YOR194C,58
YGR159C,58
YJR048W,58
YGR187C,58
YDR144C,58
YML055W,58
YGL084C,58
YJL097W,58
YFL034C-A,58
YKR065C,58
YLR327C,58
YMR240C,58
YBR181C,58
YKL068W-A,59
YBR268W,59
YOR105W,59
YNL006W,59
YOR149C,59
YKL167C,59
YIL047C-A,59
YHR161C,59
YMR315W,59
YOR008C,59
YPR060C,59
YJR082C,59
YHR112C,59
YDR513W,59
YDR231C,59
YPL163C,59
YPL224C,59
YCL040W,59
YPR018W,59
YNL177C,59
YKR071C,59
YOR342C,59
YER123W,59
YMR038C,59
YFR032C-A,59
YML079W,59
YER009W,59
YJL026W,59
YNL007C,60
YCL012C,60
YER067W,60
YLR421C,60
YPR024W,60
YLR314C,60
YDR261C,60
YPR154W,60
YHR142W,60
YBL018C,60
YIL145C,60
YBR092C,60
YKL009W,60
YDL184C,60
YKL140W,60
YKL170W,60
YJR072C,60
YKR085C,60
YBR233W-A,60
YKL103C,60
YLR009W,60
YNL153C,60
YDR465C,60
YMR091C,60
YMR225C,60
YOR016C,60
YGL063W,60
YMR105C,60
YOL014W,60
YOR264W,60
YML069W,60
YJR105W,60
YDR158W,60
YFR053C,60
YPR091C,60
YOL007C,60
YMR241W,61
YGL120C,61
YMR194W,61
YLR056W,61
YIL157C,61
YGL105W,61
YLR249W,61
YKL174C,61
YHR025W,61
YLR356W,61
YMR186W,61
YJL003W,61
YBL059C-A,61
YDR525W-A,61
YNL215W,61
YNL083W,61
YEL021W,61
YOR272W,61
YDR354W,61
YOR224C,61
YEL037C,61
YBL042C,61
YNL113W,61
YJR073C,61
YJR069C,62
YGL097W,62
YGL029W,62
YPR125W,62
YDL121C,62
YPL101W,62
YCL001W,62
YOR020W-A,62
YIL121W,62
YDR248C,62
YBR068C,62
YBR076C-A,62
YIL136W,62
YKL087C,62
YPL206C,62
YER092W,62
YIL034C,62
YLR447C,62
YDR111C,62
YNR018W,62
YLR303W,62
YMR195W,62
YPL239W,63
YMR138W,63
YGL171W,63
YNL074C,63
YOR243C,63
YFR047C,63
YIL142W,63
YER103W,63
YBL068W,63
YPR166C,63
YGR241C,63
YDR497C,63
YPL028W,63
YPR034W,63
YNR054C,63
YLR370C,63
YDR367W,63
YOL005C,63
YLR185W,63
YPR036W,63
YBR207W,63
YEL024W,63
YOL012C,63
YDL191W,63
YMR155W,63
YGL103W,63
YNL307C,63
YDR404C,63
YOR340C,64
YHR113W,64
YEL071W,64
YPL179W,64
YGL245W,64
YJL110C,64
YLR287C-A,64
YML116W-A,64
YMR073C,64
YDR517W,64
YNL291C,64
YOL016C,64
YJL167W,64
YER159C,64
YNR030W,64
YDL126C,64
YGL161C,64
YJL104W,64
YJR063W,64
YBR171W,64
YDR381W,64
YIL039W,64
YGL211W,64
YOR316C,64
YML058W,64
YKL141W,64
YDR394W,64
YKL063C,64
YOR167C,64
YDL046W,64
YGL225W,64
YDL226C,64
YJL122W,64
YPR011C,64
YPR088C,64
YNL024C-A,65
YGR169C-A,65
YPL067C,65
YIL041W,65
YNL330C,65
YMR153W,65
YDL081C,65
YPL237W,65
YBL068W-A,65
YLR440C,65
YNL081C,65
YFL046W,65
YMR319C,65
YLR186W,65
YJL077W-B,65
YLR335W,65
YBR024W,65
YMR049C,65
YDR012W,65
YCL064C,65
YDL147W,65
YGL137W,65
YOL097C,65
YOL061W,66
YLR093C,66
YMR244C-A,66
YEL044W,66
YOR260W,66
YPR023C,66
YPR114W,66
YNL207W,66
YHR121W,66
YJR130C,66
YDR429C,66
YKL035W,66
YER074W-A,66
YKR072C,66
YGL134W,66
YER094C,66
YDL185W,66
YDR233C,66
YJR001W,66
YML098W,67
YLR118C,67
YBR191W,67
YKL013C,67
YDR210W,67
YFR052C-A,67
YGR049W,67
YKR043C,67
YDR071C,67
YOR142W,67
YNL079C,67
YER095W,67
YDR056C,67
YMR022W,67
YAL008W,67
YER178W,67
YBR018C,67
YDR321W,67
YER020W,67
YDR384C,67
YPL092W,67
YDR281C,68
YBL054W,68
YIL074C,68
YDR349C,68
YHR070W,68
YJR094W-A,68
YJR065C,68
YDR272W,68
YBR154C,68
YNL129W,68
YOR259C,68
YGL012W,68
YGL252C,68
YNL037C,68
YGR101W,69
YGL135W,69
YHR137W,69
YPL189C-A,69
YOR222W,69
YKL053C-A,69
YIL078W,69
YJL091C,69
YOR312C,69
YDR297W,69
YER131W,69
YNL121C,69
YOR310C,69
YNL156C,69
YDR064W,69
YBR230C,69
YMR010W,69
YBR243C,69
YMR237W,69
YDR152W,69
YLR074C,69
YBR008C,69
YOL139C,70
YCL043C,70
YCR023C,70
YBR244W,70
YGR161W-C,70
YNL062C,70
YJL077W-A,70
YJL121C,70
YOR246C,70
YGR081C,70
YER136W,70
YDR059C,70
YBL015W,70
YMR314W,70
YGR145W,70
YGL028C,70
YLR002C,70
YDR468C,70
YDR454C,70
YCR082W,70
YIL033C,70
YML082W,71
YLR109W,71
YOR002W,71
YDR308C,71
YDR025W,71
YIL127C,71
YJL062W-A,71
YML123C,71
YGR264C,71
YIL088C,71
YML009C,71
YIR026C,71
YDL213C,71
YER053C,71
YPR143W,71
YOL020W,71
YMR236W,71
YMR146C,72
YKL145W,72
YBR030W,72
YOR158W,72
YBR242W,72
YFR014C,72
YHR021C,72
YLR197W,72
YMR002W,72
YLR196W,72
YDR032C,72
YML129C,72
YGR132C,72
YDL212W,72
YPL059W,72
YHR032W-A,72
YLR175W,73
YBR206W,73
YGR254W,73
YMR296C,73
YGL213C,73
YHR005C-A,73
YNL149C,73
YBR247C,73
YOR283W,73
YHR122W,73
YHR128W,73
YER007C-A,73
YOR286W,73
YGR220C,73
YDR050C,73
YLR220W,74
YAL044W-A,74
YPL273W,74
YOL038W,74
YFL037W,74
YLR015W,74
YOR304C-A,74
YAL049C,74
YBR263W,74
YOR204W,74
YGR055W,74
YDR277C,74
YER027C,74
YNL112W,74
YGL200C,74
YKL152C,74
YPL183W-A,75
YMR220W,75
YGL257C,75
YCL028W,75
YIL076W,75
YER090W,75
YDR224C,75
YOL077C,75
YLR262C,75
YGR123C,75
YDL237W,75
YGR231C,75
YJR147W,75
YMR058W,75
YDR397C,75
YDR357C,75
YGR240C,76
YJR045C,76
YPL135W,76
YNL147W,76
YHR107C,76
YPL043W,76
YBR016W,76
YDL197C,76
YKL138C,76
YBR248C,76
YNR043W,76
YDR178W,76
YER055C,76
YLL045C,76
YDR398W,76
YMR134W,76
YCR088W,76
YFR050C,76
YML120C,77
YGL019W,77
YOR232W,77
YIL148W,77
YHR183W,77
YMR215W,77
YOL129W,77
YJR135W-A,77
YAL007C,77
YER012W,77
YEL050C,77
YDL135C,77
YBR155W,77
YHR143W-A,78
YKR016W,78
YHR026W,78
YAR002C-A,78
YER074W,78
YNL182C,78
YDL131W,78
YDR508C,78
YIL022W,78
YPL235W,78
YDR450W,78
YJL111W,78
YCL009C,78
YGL011C,78
YPL240C,78
YBR189W,79
YBR199W,79
YBR177C,79
YFL005W,79
YAL022C,79
YKL076C,79
YHR181W,79
YLR058C,79
YMR217W,79
YML057W,79
YPL220W,79
YMR238W,80
YMR305C,80
YNL239W,80
YOR042W,80
YER044C,80
YFR052W,80
YER057C,80
YNL040W,80
YKL039W,80
YDL095W,80
YMR108W,80
YJL138C,80
YMR178W,80
YLR192C,80
YBR015C,80
YLR120C,80
YLR333C,80
YLR261C,80
YPR062W,81
YPR103W,81
YIL085C,81
YDR177W,81
YAL034C,81
YDR023W,81
YLR264W,81
YJL191W,81
YMR295C,81
YEL015W,81
YGR235C,81
YER056C,81
YPL243W,82
YLR340W,82
YHR086W,82
YCR028C,82
YNL268W,82
YPL076W,82
YKL058W,82
YHL011C,82
YNL052W,82
YFR009W-A,82
YLR034C,82
YDR062W,82
YHR200W,82
YDR063W,82
YLL018C-A,82
YLR300W,82
YPR145W,82
YPR082C,83
YER088C-A,83
YJL174W,83
YPR138C,83
YMR027W,83
YPL262W,83
YNL169C,83
YDR264C,83
YPR063C,83
YDR046C,83
YKR018C,83
YMR297W,83
YDR084C,83
YOL026C,83
YGR063C,83
YOR321W,83
YBL029C-A,83
YKL137W,84
YLR359W,84
YMR009W,84
YGL076C,84
YLR172C,84
YNR055C,84
YBL102W,84
YOR084W,84
YER030W,84
YMR090W,84
YOR095C,84
YHR141C,84
YKL145W-A,84
YLR200W,85
YGL253W,85
YGR192C,85
YNR050C,85
YOR063W,85
YLR061W,85
YDL012C,85
YGL186C,85
YNL189W,85
YHR203C,85
YOR362C,85
YPR080W,85
YLR229C,85
YLR008C,86
YGR181W,86
YKR057W,86
YPR058W,86
YLR286C,86
YCR069W,86
YGL187C,86
YJR077C,86
YDR196C,86
YPL103C,86
YAL023C,86
YCL035C,86
YCR028C-A,86
YML008C,86
YNL294C,87
YKR042W,87
YMR260C,87
YKL077W,87
YBR296C,87
YOR298C-A,87
YHR108W,87
YFR037C,87
YDL208W,87
YLR113W,87
YJL117W,87
YML110C,87
YDR234W,87
YCR034W,87
YLR044C,87
YER122C,87
YHR019C,88
YER023W,88
YDL064W,88
YER025W,88
YGR038W,88
YDL082W,88
YDR212W,88
YKL060C,88
YJR058C,88
YHR030C,88
YCL011C,88
YER003C,89
YDR447C,89
YKL117W,89
YBL027W,89
YGR041W,89
YGR119C,89
YKR062W,89
YGL026C,89
YBR143C,89
YPL117C,89
YDL198C,90
YAL005C,90
YER026C,90
YMR242C,90
YDL070W,90
YHR170W,90
YGR189C,90
YPR041W,90
YPR156C,90
YER048W-A,90
YEL046C,90
YKL016C,90
YDR225W,90
YER006W,91
YFL004W,91
YOR383C,91
YPR173C,91
YJL034W,91
YHR013C,91
YEL020W-A,91
YNL130C,91
YOR265W,91
YDL128W,91
YDL067C,91
YJR070C,91
YOR108W,91
YEL051W,91
YNR046W,92
YHR024C,92
YBR104W,92
YLR435W,92
YJL217W,92
YKL040C,92
YOR117W,92
YNL138W,92
YNL069C,92
YNL220W,92
YBR164C,92
YER048C,92
YGR155W,92
YKR025W,92
YJR113C,92
YOR157C,93
YKL184W,93
YOR133W,93
YPR028W,93
YPR052C,93
YLR438C-A,93
YKL196C,93
YNL280C,93
YKL195W,93
YKL008C,93
YPR069C,93
YGR234W,93
YER126C,94
YBR021W,94
YMR300C,94
YLR248W,94
YLR413W,94
YJL001W,94
YNL030W,94
YBR058C-A,95
YHR033W,95
YOL030W,95
YJL101C,95
YIL123W,95
YOR370C,95
YHR020W,96
YDL136W,96
YHR191C,96
YMR074C,96
YDL066W,96
YDR378C,96
YJL008C,96
YML063W,97
YKL065C,97
YHL003C,97
YPR163C,97
YJL124C,97
YKL018C-A,97
YDR487C,98
YPL131W,98
YPR108W,98
YGR210C,98
YBR221C,98
YOR119C,98
YHR042W,98
YMR103C,98
YLR388W,98
YEL026W,98
YGL031C,98
YHR064C,99
YLR262C-A,99
YGL078C,99
YDR385W,99
YER056C-A,99
YOL158C,99
YNL071W,99
YLR429W,99
YIL051C,99
YLR043C,100
YBR084C-A,100
YLR180W,100
YJR007W,101
YGL226C-A,101
YMR205C,101
YDL134C,101
YNL208W,101
YML073C,101
YMR142C,101
YFR055W,101
YEL017C-A,102
YLR167W,102
YCR052W,102
YCL018W,102
YDR002W,102
YIL008W,102
YOR187W,102
YNL110C,102
YGL191W,102
YMR290C,103
YMR083W,103
YMR256C,103
YDL133C-A,103
YLL024C,103
YGR027C,103
YMR251W-A,103
YER043C,103
YBL041W,104
YJL148W,104
YGL038C,104
YNL301C,104
YDR322C-A,104
YBL045C,104
YGR157W,104
YBL039C,104
YMR131C,104
YDL078C,105
YBR109C,105
YBR256C,105
YGR279C,105
YDR115W,105
YDR047W,105
YLR355C,105
YOR323C,106
YER134C,106
YOR136W,106
YPL274W,106
YKL175W,106
YDR341C,106
YPR098C,106
YOR309C,106
YMR203W,107
YHR007C,107
YPR110C,107
YBR162W-A,107
YIL035C,107
YLR153C,108
YDR408C,108
YIR037W,108
YLR203C,108
YPL063W,108
YGR167W,108
YKL002W,108
YLR378C,108
YJL159W,108
YGL147C,108
YDR298C,108
YJR009C,109
YDR529C,109
YGR183C,109
YJR139C,109
YDR441C,109
YBL040C,109
YPR149W,110
YJR051W,110
YPR183W,110
YLR075W,110
YOR230W,110
YOR375C,110
YNL044W,110
YPL098C,110
YFL018C,110
YPL048W,110
YBR106W,111
YDR037W,111
YJR148W,111
YOL040C,111
YNL031C,111
YOL039W,111
YDL075W,112
YJR014W,112
YDR483W,112
YJL166W,112
YJR145C,112
YGR031W,113
YOR210W,113
YML115C,113
YLR441C,113
YJR104C,113
YFL045C,113
YKL180W,113
YOR247W,113
YGR282C,113
YHR001W-A,114
YNL056W,114
YBR191W-A,114
YDR339C,114
YEL058W,114
YNL209W,114
YPL271W,115
YOR007C,115
YKL081W,115
YDR188W,115
YMR088C,116
YNL241C,116
YDL061C,116
YER120W,116
YKL181W,116
YJL014W,116
YOL120C,117
YOR096W,117
YMR008C,117
YDR353W,117
YPL010W,118
YGR124W,118
YDR094W,118
YDR079C-A,118
YPL078C,118
YCR004C,118
YLR083C,118
YDR510W,119
YER072W,119
YPR165W,119
YGR008C,119
YDL130W,119
YAR015W,120
YJL190C,120
YHR174W,120
YPR170W-B,120
YBL099W,120
YLR208W,120
YBR067C,120
YCR053W,120
YLR395C,120
YIL124W,121
YLR325C,121
YML026C,121
YBL039C-A,121
YNL190W,122
YNL064C,122
YHR051W,122
YPR169W-A,122
YBR187W,122
YFR044C,122
YLR023C,123
YPR170W-A,123
YBR118W,123
YML022W,123
YDL181W,123
YDL157C,124
YCR031C,124
YDR077W,124
YPL143W,124
YNL055C,125
YBR220C,125
YNL066W,125
YOL077W-A,125
YPR074C,125
YHR010W,125
YJL136C,126
YML106W,126
YLR344W,126
YER019C-A,126
YER177W,126
YER064C,127
YGL148W,127
YGL123W,127
YKR094C,127
YDL055C,127
YOL121C,127
YLR295C,127
YPR102C,128
YLR406C,128
YOR248W,128
YBL003C,128
YPL211W,128
YDR363W-A,128
YIL053W,128
YKL006C-A,128
YNL096C,128
YDL120W,128
YGR253C,128
YLR028C,129
YKL096W-A,129
YPR191W,129
YLR390W-A,129
YOR122C,131
YEL034W,132
YOR120W,132
YOL086C,133
YML056C,133
YOR293W,133
YGR214W,133
YHL001W,133
YDR346C,133
YOR045W,133
YML028W,134
YER124C,134
YHR008C,134
YLR038C,134
YNR032C-A,134
YNL010W,134
YGR118W,134
YHR089C,136
YBL092W,136
YMR230W,136
YCL017C,136
YOR027W,136
YLR372W,136
YFR049W,137
YNR001C,137
YHR068W,137
YDR471W,137
YPR010C-A,137
YLR448W,138
YIL069C,138
YHL033C,138
YPR187W,138
YBR009C,138
YNL178W,138
YBR019C,138
YER165W,139
YFL038C,139
YBL087C,139
YOR198C,139
YML009W-B,140
YKL067W,140
YER089C,140
YPR132W,141
YPL013C,141
YML081C-A,141
YKL006W,141
YLR259C,142
YNL255C,142
YBR082C,143
YJR123W,143
YMR307W,143
YGR191W,143
YGL030W,143
YPL234C,144
YOR234C,144
YPL218W,144
YPL037C,145
YMR143W,145
YCL057C-A,147
YMR246W,147
YEL009C,149
YPL004C,149
YMR200W,150
YOR347C,150
YDL014W,150
YBR249C,150
YBL056W,151
YOR043W,151
YEL042W,151
YDR226W,152
YMR243C,152
YDL083C,152
YIL133C,154
YEL054C,154
YDR418W,154
YGR034W,154
YBR162C,155
YJL143W,156
YMR318C,156
YDR133C,157
YGR085C,157
YOR369C,157
YPL249C-A,159
YDL004W,159
YGL202W,159
YDR154C,159
YOR327C,160
YLR293C,161
YMR116C,161
YBR196C,162
YDR155C,164
YAL038W,164
YNL302C,165
YPL090C,166
YLR048W,167
YBR127C,168
YAL003W,168
YNL283C,169
YIL052C,172
YNL135C,172
YDR086C,173
YNL104C,173
YFR031C-A,173
YDL084W,174
YER086W,174
YPL145C,175
YLR089C,175
YBL001C,177
YNL067W,177
YDR276C,177
YLL018C,178
YDR519W,179
YDR033W,180
YBL030C,181
YGR086C,181
YDR148C,181
YBR283C,184
YEL027W,184
YIL094C,184
YML012W,187
YLR432W,191
YBR048W,194
YNR017W,195
YDR007W,197
YGR037C,199
YDR009W,200
YBR121C,208
YJL177W,208
YKL085W,209
YER117W,212
YDL137W,213
YJL158C,217
YLR081W,217
YBR078W,217
YBR025C,220
YJR121W,220
YBL002W,234
YDR432W,235
YLR110C,235
YFL039C,242
YKL056C,252
YNL016W,266
YLR150W,269
YBR020W,270
YDR524C-B,270
YDL192W,290
YMR145C,296
YDR377W,297
YDR433W,345
YBR121C-A,360
